DEBUG: General     , 1681768086879> LoggerManager.init                  > Initializing...
LOG  : Lua         , 1681768133980> Loading: media/lua/client/Tutorial/Tutorial1.lua
LOG  : Lua         , 1681768133985> Loading: media/lua/client/Tutorial/TutorialSetup.lua
LOG  : Lua         , 1681768133989> Loading: media/lua/client/Vehicles/ISUI/EditVehicleState.lua
LOG  : Lua         , 1681768134014> Loading: media/lua/client/Vehicles/ISUI/ISCarMechanicsOverlay.lua
LOG  : Lua         , 1681768134021> Loading: media/lua/client/Vehicles/ISUI/ISLightbarUI.lua
LOG  : Lua         , 1681768134026> Loading: media/lua/client/Vehicles/ISUI/ISUIVehicleModel.lua
LOG  : Lua         , 1681768134031> Loading: media/lua/client/Vehicles/ISUI/ISVehicleACUI.lua
LOG  : Lua         , 1681768134036> Loading: media/lua/client/Vehicles/ISUI/ISVehicleAngles.lua
LOG  : Lua         , 1681768134041> Loading: media/lua/client/Vehicles/ISUI/ISVehicleBloodUI.lua
LOG  : Lua         , 1681768134046> Loading: media/lua/client/Vehicles/ISUI/ISVehicleColor.lua
LOG  : Lua         , 1681768134051> Loading: media/lua/client/Vehicles/ISUI/ISVehicleDashboard.lua
LOG  : Lua         , 1681768134057> Loading: media/lua/client/Vehicles/ISUI/ISVehicleGauge.lua
LOG  : Lua         , 1681768134062> Loading: media/lua/client/Vehicles/ISUI/ISVehicleMechanics.lua
LOG  : Lua         , 1681768134085> Loading: media/lua/client/Vehicles/ISUI/ISVehicleMenu.lua
LOG  : Lua         , 1681768134106> Loading: media/lua/client/Vehicles/ISUI/ISVehiclePartMenu.lua
LOG  : Lua         , 1681768134112> Loading: media/lua/client/Vehicles/ISUI/ISVehicleRegulator.lua
LOG  : Lua         , 1681768134117> Loading: media/lua/client/Vehicles/ISUI/ISVehicleRoadtripDebug.lua
LOG  : Lua         , 1681768134122> Loading: media/lua/client/Vehicles/ISUI/ISVehicleSeatUI.lua
LOG  : Lua         , 1681768134127> Loading: media/lua/client/Vehicles/ISVehicleTrailerUtils.lua
LOG  : Lua         , 1681768134131> Loading: media/lua/client/Vehicles/TimedActions/ISAddGasolineToVehicle.lua
LOG  : Lua         , 1681768134137> Loading: media/lua/client/Vehicles/TimedActions/ISAttachTrailerToVehicle.lua
LOG  : Lua         , 1681768134141> Loading: media/lua/client/Vehicles/TimedActions/ISCloseVehicleDoor.lua
LOG  : Lua         , 1681768134145> Loading: media/lua/client/Vehicles/TimedActions/ISConfigHeadlight.lua
LOG  : Lua         , 1681768134149> Loading: media/lua/client/Vehicles/TimedActions/ISDeflateTire.lua
LOG  : Lua         , 1681768134154> Loading: media/lua/client/Vehicles/TimedActions/ISDetachTrailerFromVehicle.lua
LOG  : Lua         , 1681768134158> Loading: media/lua/client/Vehicles/TimedActions/ISEnterVehicle.lua
LOG  : Lua         , 1681768134162> Loading: media/lua/client/Vehicles/TimedActions/ISExitVehicle.lua
LOG  : Lua         , 1681768134167> Loading: media/lua/client/Vehicles/TimedActions/ISHorn.lua
LOG  : Lua         , 1681768134171> Loading: media/lua/client/Vehicles/TimedActions/ISHotwireVehicle.lua
LOG  : Lua         , 1681768134175> Loading: media/lua/client/Vehicles/TimedActions/ISInflateTire.lua
LOG  : Lua         , 1681768134180> Loading: media/lua/client/Vehicles/TimedActions/ISInstallVehiclePart.lua
LOG  : Lua         , 1681768134184> Loading: media/lua/client/Vehicles/TimedActions/ISLightbarUITimedAction.lua
LOG  : Lua         , 1681768134189> Loading: media/lua/client/Vehicles/TimedActions/ISLockDoors.lua
LOG  : Lua         , 1681768134193> Loading: media/lua/client/Vehicles/TimedActions/ISLockVehicleDoor.lua
LOG  : Lua         , 1681768134197> Loading: media/lua/client/Vehicles/TimedActions/ISOpenCloseVehicleWindow.lua
LOG  : Lua         , 1681768134202> Loading: media/lua/client/Vehicles/TimedActions/ISOpenMechanicsUIAction.lua
LOG  : Lua         , 1681768134206> Loading: media/lua/client/Vehicles/TimedActions/ISOpenVehicleDoor.lua
LOG  : Lua         , 1681768134210> Loading: media/lua/client/Vehicles/TimedActions/ISPathFindAction.lua
LOG  : Lua         , 1681768134215> Loading: media/lua/client/Vehicles/TimedActions/ISRechargeCarBattery.lua
LOG  : Lua         , 1681768134219> Loading: media/lua/client/Vehicles/TimedActions/ISRefuelFromGasPump.lua
LOG  : Lua         , 1681768134223> Loading: media/lua/client/Vehicles/TimedActions/ISRemoveBurntVehicle.lua
LOG  : Lua         , 1681768134228> Loading: media/lua/client/Vehicles/TimedActions/ISRepairEngine.lua
LOG  : Lua         , 1681768134232> Loading: media/lua/client/Vehicles/TimedActions/ISShutOffVehicleEngine.lua
LOG  : Lua         , 1681768134236> Loading: media/lua/client/Vehicles/TimedActions/ISSmashVehicleWindow.lua
LOG  : Lua         , 1681768134249> Loading: media/lua/client/Vehicles/TimedActions/ISStartVehicleEngine.lua
LOG  : Lua         , 1681768134254> Loading: media/lua/client/Vehicles/TimedActions/ISStopVehicle.lua
LOG  : Lua         , 1681768134258> Loading: media/lua/client/Vehicles/TimedActions/ISSwitchVehicleSeat.lua
LOG  : Lua         , 1681768134262> Loading: media/lua/client/Vehicles/TimedActions/ISTakeEngineParts.lua
LOG  : Lua         , 1681768134266> Loading: media/lua/client/Vehicles/TimedActions/ISTakeGasolineFromVehicle.lua
LOG  : Lua         , 1681768134271> Loading: media/lua/client/Vehicles/TimedActions/ISUninstallVehiclePart.lua
LOG  : Lua         , 1681768134275> Loading: media/lua/client/Vehicles/TimedActions/ISUnlockVehicleDoor.lua
LOG  : Lua         , 1681768134279> Loading: media/lua/client/Vehicles/TimedActions/ISWashVehicle.lua
LOG  : Lua         , 1681768134284> Loading: media/lua/client/XpSystem/ISUI/ISCharacterInfo.lua
LOG  : Lua         , 1681768134289> Loading: media/lua/client/XpSystem/ISUI/ISCharacterInfoWindow.lua
LOG  : Lua         , 1681768134294> Loading: media/lua/client/XpSystem/ISUI/ISCharacterProtection.lua
LOG  : Lua         , 1681768134299> Loading: media/lua/client/XpSystem/ISUI/ISCharacterScreen.lua
LOG  : Lua         , 1681768134316> Loading: media/lua/client/XpSystem/ISUI/ISClothingInsPanel.lua
LOG  : Lua         , 1681768134337> Loading: media/lua/client/XpSystem/ISUI/ISHealthPanel.lua
LOG  : Lua         , 1681768134353> Loading: media/lua/client/XpSystem/ISUI/ISSkillProgressBar.lua
LOG  : General     , 1681768134376> OnLoadSoundbanks
LOG  : General     , 1681768134377> texturepack: loading Tiles2x
LOG  : General     , 1681768135301> texturepack: loading Overlays2x
LOG  : General     , 1681768135438> texturepack: loading JumboTrees2x
LOG  : General     , 1681768135646> texturepack: loading Tiles2x.floor
LOG  : General     , 1681768135702> LOADED UP A TOTAL OF 2 TEXTURES
DEBUG: General     , 1681768135881> TextureFBO.checkFBOSupport          > OpenGL 3.0 framebuffer objects supported
LOG  : General     , 1681768137281> 1681768137281 fmod: globalSystem = 0xB260F818
LOG  : General     , 1681768137281> 1681768137281 fmod: FMOD_System_GetRecordDriverInfo: nativeRate = 48000, nativeChannels = 2
LOG  : General     , 1681768137282> 1681768137282 fmod: System create record sound: OK
LOG  : General     , 1681768137282> 1681768137282 fmod: Create resampler: OK
LOG  : General     , 1681768137297> 1681768137297 fmod: Create acoustic echo canceller: OK
LOG  : General     , 1681768137310> 1681768137310 fmod: GetRecordNumDrivers id = 0, sound = 0xddbb1348 loop=1
LOG  : General     , 1681768137841> STATE: enter zombie.gameStates.TISLogoState
LOG  : General     , 1681768143331> STATE: exit zombie.gameStates.TISLogoState
LOG  : General     , 1681768143332> STATE: enter zombie.gameStates.TermsOfServiceState
LOG  : General     , 1681768143337> STATE: exit zombie.gameStates.TermsOfServiceState
LOG  : General     , 1681768143338> STATE: enter zombie.gameStates.MainScreenState
LOG  : General     , 1681768143338> EXITDEBUG: MainScreenState.enter 1
LOG  : Lua         , 1681768143345> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144748> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144749> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144750> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144750> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144751> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144751> Loading: media/lua/shared/Sandbox/Survivor.lua
LOG  : Lua         , 1681768144752> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144752> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144753> Loading: media/lua/shared/Sandbox/Builder.lua
LOG  : Lua         , 1681768144753> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144754> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144754> Loading: media/lua/shared/Sandbox/Beginner.lua
LOG  : Lua         , 1681768144755> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144755> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144756> Loading: media/lua/shared/Sandbox/FirstWeek.lua
LOG  : Lua         , 1681768144756> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144757> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144757> Loading: media/lua/shared/Sandbox/Survival.lua
LOG  : Lua         , 1681768144758> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144758> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144758> Loading: media/lua/shared/Sandbox/SixMonthsLater.lua
LOG  : Lua         , 1681768144759> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1681768144926> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : General     , 1681768145085> EXITDEBUG: MainScreenState.enter 2
LOG  : General     , 1681768173958> EXITDEBUG: onMenuItemMouseDownMainMenu 1 (item=COOP)
LOG  : General     , 1681768180866> SERVER: info@coop mode enabled
LOG  : General     , 1681768180866> SERVER: status@UI_ServerStatus_Initialising
LOG  : General     , 1681768188139> SERVER: status@UI_ServerStatus_CreateBackup
LOG  : General     , 1681768191926> SERVER: status@UI_ServerStatus_Initialising
LOG  : General     , 1681768205672> SERVER: status@UI_ServerStatus_LoadingWorld
LOG  : General     , 1681768218925> SERVER: server-address@0.0.0.0:16261
LOG  : General     , 1681768218926> Got server-address: 0.0.0.0:16261
LOG  : General     , 1681768218926> Successfully parsed: address = 0.0.0.0, port = 16261
LOG  : General     , 1681768218950> SERVER: steam-id@90171582718650375
LOG  : General     , 1681768218950> SERVER: status@UI_ServerStatus_Started
LOG  : Network     , 1681768218952> 0> Initialising RakNet...
LOG  : Network     , 1681768218953> 0> [17-04-23 23:50:18.953] > ZNet: [-> CZombienet: RakNetPeerInterface_Init
LOG  : Network     , 1681768218953> 0> [17-04-23 23:50:18.953] > ZNet: [-> CZombienet: RakNetPeerInterface_SetMaximumIncomingConnections
LOG  : Network     , 1681768218953> 0> [17-04-23 23:50:18.953] > ZNet: [-> CZombienet: RakNetPeerInterface_SetClientPort
LOG  : Network     , 1681768218953> 0> [17-04-23 23:50:18.953] > ZNet: [-> CZombienet: RakNetPeerInterface_SetOccasionalPing
LOG  : Network     , 1681768218954> 0> [17-04-23 23:50:18.954] > ZNet: [-> CZombienet: RakNetPeerInterface_Startup
LOG  : Network     , 1681768218954> 0> [17-04-23 23:50:18.954] > ZNet: Startup version 41.78.16
LOG  : Network     , 1681768218954> 0> [17-04-23 23:50:18.954] > ZNet: CZombienet -> CZombienet: ConnectQueueClear
LOG  : Network     , 1681768218981> 0> [17-04-23 23:50:18.981] > ZNet: CZombienet -> CZombienet: OnRakPeerStartup
LOG  : Network     , 1681768218981> 0> [17-04-23 23:50:18.981] > ZNet: OnRakPeerStartup
LOG  : Network     , 1681768218997> 0> [17-04-23 23:50:18.997] > ZNet: CZombienet -> CSteamSDK: SetSocketLayerOverride
LOG  : Network     , 1681768218997> 0> RakNet.Startup() return code: 0 (0 means success)
LOG  : Network     , 1681768218998> 0> [17-04-23 23:50:18.998] > ZNet: [-> CZombienet: RakNetPeerInterface_Connect
LOG  : Network     , 1681768218999> 0> [17-04-23 23:50:18.999] > ZNet: Connecting to 127.0.0.1:16261
LOG  : Network     , 1681768218999> 0> [17-04-23 23:50:18.999] > ZNet: CZombienet -> CZombienet: ConnectByAddress
LOG  : Network     , 1681768218999> 0> [17-04-23 23:50:18.999] > ZNet: Connecting to: 127.0.0.1:16261
LOG  : Network     , 1681768218999> 0> [17-04-23 23:50:18.999] > ZNet: CZombienet -> CZombienet : UpdateConnectionState
LOG  : Network     , 1681768218999> 0> [17-04-23 23:50:18.999] > ZNet: CZombienet -> CSteamSDK: PingServer
LOG  : Network     , 1681768219017> 0> [17-04-23 23:50:19.017] > ZNet: CSteamSDK -> CZombienet: ServerResponded
LOG  : Network     , 1681768219017> 0> [17-04-23 23:50:19.017] > ZNet: Got information for specified server, connecting
LOG  : Network     , 1681768219017> 0> [17-04-23 23:50:19.017] > ZNet: CZombienet -> CZombienet: ConnectBySteamID
LOG  : Network     , 1681768219017> 0> [17-04-23 23:50:19.017] > ZNet: Connecting to 90171582718650375
LOG  : Network     , 1681768219018> 0> [17-04-23 23:50:19.018] > ZNet: CZombienet -> CZombienet: Disconnect
LOG  : Network     , 1681768219018> 0> [17-04-23 23:50:19.018] > ZNet: CZombienet -> CZombienet: InitiateConnection
LOG  : Network     , 1681768219018> 0> [17-04-23 23:50:19.018] > ZNet: CZombienet -> CZombienet : UpdateConnectionState
LOG  : Network     , 1681768219018> 0> [17-04-23 23:50:19.018] > ZNet: hnote over CZombienet : **m_version**
LOG  : Network     , 1681768219018> 0> [17-04-23 23:50:19.018] > ZNet: Client version=41.78.16 has begun P2P connection
LOG  : Network     , 1681768219018> 0> [17-04-23 23:50:19.018] > ZNet: CZombienet -> CSteamSDK: SendP2PPacket
LOG  : General     , 1681768219019> 0> GettingServerInfo,
LOG  : Network     , 1681768232629> 0> [17-04-23 23:50:32.629] > ZNet: CSteamSDK -> CZombienet : ReadP2PPacket
LOG  : Network     , 1681768232629> 0> [17-04-23 23:50:32.629] > ZNet: CZombienet -> CZombienet: OnMsgServerInfo
LOG  : Network     , 1681768232629> 0> [17-04-23 23:50:32.629] > ZNet: Got Server Info Message: Zomboid Server
LOG  : Network     , 1681768232629> 0> [17-04-23 23:50:32.629] > ZNet: Server public IP: 79.140.150.48
LOG  : Network     , 1681768232630> 0> [17-04-23 23:50:32.630] > ZNet: Server port 16261 and udp-port 16262
LOG  : Network     , 1681768232630> 0> [17-04-23 23:50:32.630] > ZNet: CZombienet -> CZombienet: ConnectQueueClear
LOG  : Network     , 1681768232630> 0> [17-04-23 23:50:32.630] > ZNet: CZombienet -> CZombienet: ConnectQueueAddUDPConnect
LOG  : Network     , 1681768232630> 0> [17-04-23 23:50:32.630] > ZNet: CZombienet -> CZombienet: ConnectQueueAddUDPConnect
LOG  : Network     , 1681768232632> 0> [17-04-23 23:50:32.630] > ZNet: CZombienet -> CZombienet: ConnectQueueAddSteamConnect
LOG  : Network     , 1681768232633> 0> [17-04-23 23:50:32.633] > ZNet: CZombienet -> CZombienet: DoNextConnect
LOG  : Network     , 1681768232658> 0> [17-04-23 23:50:32.658] > ZNet: UDP Connection attempt 127.0.0.1:16262
LOG  : Network     , 1681768232659> 0> [17-04-23 23:50:32.659] > ZNet: CZombienet -> CZombienet : UpdateConnectionState
LOG  : Network     , 1681768232659> 0> [17-04-23 23:50:32.659] > ZNet: CZombienet -> CRakNet : Connect
LOG  : General     , 1681768232659> 0> UDPConnecting,
LOG  : Network     , 1681768232687> 0> [17-04-23 23:50:32.687] > ZNet: CRakNet -> CZombienet: OnNewConnection
LOG  : Network     , 1681768232687> 0> [17-04-23 23:50:32.687] > ZNet: OnNewConnection: 127.0.0.1:16262 incoming=0 state=Connected
LOG  : Network     , 1681768232688> 0> [17-04-23 23:50:32.688] > ZNet: CZombienet -> CZombienet : UpdateConnectionState
LOG  : Network     , 1681768232688> 0> [17-04-23 23:50:32.688] > ZNet: CZombienet -> CZombienet: BeginAuth
LOG  : Network     , 1681768232688> 0> [17-04-23 23:50:32.688] > ZNet: CZombienet -> CZombienet : UpdateConnectionState
LOG  : Network     , 1681768232689> 0> [17-04-23 23:50:32.688] > ZNet: CZombienet -> CSteamSDK: GetAuthSessionTicket
LOG  : Network     , 1681768232689> 0> [17-04-23 23:50:32.689] > ZNet: hnote over CZombienet : **auth_message**
LOG  : General     , 1681768232690> 0> AuthPending,
LOG  : Network     , 1681768232787> 0> [17-04-23 23:50:32.787] > ConnectionManager: [RakNet] "connection-request-accepted" connection: guid=612489553019971234 ip=90171582718650375 steam-id=0 access="" username="AkaMadafaka" connection-type="Disconnected"
LOG  : Network     , 1681768232992> 0> [17-04-23 23:50:32.992] > ZNet: CSteamSDK -> CZombienet: OnGetAuthSessionTicketResponse
LOG  : Network     , 1681768232993> 0> [17-04-23 23:50:32.993] > ZNet: OnGetAuthSessionTicketResponse: result=1
LOG  : Network     , 1681768232993> 0> [17-04-23 23:50:32.993] > ZNet: CZombienet -> CRakNet : Send
